,meaF13,frePRatio23,stdF3,frePRatio12,meaPow13,frePRatio13,freRatio3,WL1,frePRatio23v,TM4v2
0,0.14534848010645995,0.8073664885958609,0.9356759618284829,0.9873601456231593,0.04260789828421585,0.13156890915044842,0.2894188827365424,0.8960071528031017,0.34645882765861297,0.018230604515848948
1,0.2012387956330971,0.8300388014044744,0.9495147742166788,0.21716292556764594,0.09602532288525961,0.13016864743805076,0.28962921984465856,0.7836226969885991,0.37576948373952257,0.008807470881507027
2,0.36135699246826725,0.997136319948828,0.6414409651538316,0.21859765527803887,0.39355572833014746,0.13039797599968186,0.5371342171397652,0.3121650532018615,0.3658022125745537,0.02710398033659668
3,0.681871380376699,0.8296939307095657,0.8575861759287273,0.980431506715272,0.6229093998607387,0.1601716928007464,0.359053772889006,0.19157574276118225,0.5346992177348535,0.002022324736264341
4,0.2701938465243063,0.5710757156823358,0.6707647645442874,0.21938961591180062,0.33199065107104386,0.13006595925913364,0.4900947574971046,0.36655017467335527,0.353221399574168,0.0020314108160657445
5,0.3040813490353455,0.9925582062340361,0.6277624448116783,0.17411976345894653,0.39028891879980937,0.13058873278499195,0.5637830737887332,0.312211771997251,0.36611490124928003,0.018058549702005315
6,0.6222183917390598,0.829505963813099,0.8697132720141483,0.21760287545758222,0.501165084949765,0.15709106152234956,0.3002638111929381,0.2528131966033962,0.3750786398717195,0.00911249967347444
7,0.5056266014239079,0.5626705759166118,0.780184798564531,0.2184128814074533,0.3558883763317127,0.006962207739314136,0.3065793060918015,0.43354694709739744,0.029648592963775644,0.004488055730452788
8,0.7085947841744493,0.9519268314746236,0.9403285346025804,0.21818185052937583,0.4837083012522583,0.1299023511460986,0.23544599184703674,0.2671290029756621,0.5335689854607332,0.003814412278755076
9,0.6106547405406119,0.9511662082679817,0.8814251055580337,0.21796505257668053,0.5293799479573439,0.1327666461423451,0.30406998696049364,0.25764520870172614,0.532524395877659,0.0009420522646905695
10,0.6813730337931705,0.5596344590947702,0.8559965740584347,0.9896394469593515,0.41967048782795735,0.00534227625962258,0.1992164383152826,0.41832764810231815,0.02587042850730581,0.01732736020891711
11,0.307491311763622,1.0,0.6086269760696044,0.21912071528583144,0.39300563240422515,0.1301256562578734,0.5695613816323858,0.3285403242587376,0.5956799270464097,0.007291320854087225
12,0.2649184240139579,0.5744583000466985,0.9116993966069016,0.21807332447333733,0.10972211453480973,0.14505865598908826,0.3580873988172345,0.773841037571728,0.044991743236221016,0.0780828167503891
13,0.4621747481262719,0.8118883966904209,0.8350248515981565,0.21793124937889802,0.40503875301704517,0.12966163223761917,0.30833604964234623,0.3510837286050439,0.37572680549594495,0.0022843545161934133
14,0.689611360373105,0.8655885829437661,0.851213722962539,0.21800902214973594,0.5964066766502846,0.1570328382452751,0.35067808246237153,0.2033926692332313,0.5318708241677994,0.0008458903841441099
15,0.7396153568559394,0.5574439598997123,0.8918282867939534,0.9799666492059171,0.3811119867127486,0.14504841672312,0.155288485471304,0.4461665562018626,0.3532311545388496,0.006269348989275898
16,0.12285038344566557,0.6066745725330028,0.957147436245652,0.844703788677657,0.014399381329008976,0.145166487048033,0.265419048100135,0.947087580996919,0.08657034121511908,0.02175990148700503
17,0.7836003113118386,0.9645033015464829,0.8943666662576254,0.21835086651828844,0.4151094983062323,0.145112117144529,0.09531965993319653,0.4108589023300863,0.549808598416943,0.002875395661851199
18,0.6625504631309388,0.9506777038344666,0.8983958055195083,0.21816634680708463,0.5054581994326754,0.1570431726127849,0.28211491228574437,0.25818139423670644,0.5318990076043937,0.0027423670038173994
19,0.4171989200861468,0.950803459141964,0.8144426510028374,0.2178064571224227,0.38591701650589366,0.13327645345358957,0.39875950397282367,0.37560226950333986,0.5320504662665566,0.0020911292755029015
20,0.6861741081676672,0.5562607840584397,0.8943041845618938,0.2183589996185068,0.35211718758541244,0.12996557852539564,0.10343276227038832,0.46733394760570923,0.02137424184643899,0.002575993163137006
21,0.5014826739516809,0.8655629366033281,0.8413650241786341,0.9802525785104685,0.3888995354563999,0.1331223773328364,0.29596438224772914,0.3760836367025281,0.42175568499788024,0.0037703988631078303
22,0.5700579530741555,0.8292458000488334,0.8569248188253582,0.9722188546104131,0.461081847362235,0.12991441600943576,0.37428079985586954,0.2933153907305144,0.3747364884180823,0.0023188828364796655
23,0.5619330203814108,0.8123609269549528,0.7773547544826552,0.21829901800439644,0.3698961873796998,0.13009301282986718,0.327553231604554,0.42519694709133793,0.3528897799321479,0.004946057786297439
24,0.18664210233570222,0.9927875716183308,0.5139951104204132,0.21903709684921158,0.33025773894803556,0.14788425663369356,0.6510556667424584,0.42092475260347717,0.5864049546918485,0.004291707041166178
