,WL3,frePRatio12,stdF3,powRatio13,meaF13v,frePRatio23,freRatio3,freRatio13v,frePRatio13v,WL1
0,0.7551214993108629,0.5034064055549399,0.9013203910527364,0.8196869008971139,0.26552741678113095,0.6225218793435268,0.2862559620021462,0.769976872809651,0.7522671529206015,0.820396589407657
1,0.3926530318312725,0.2239133780002097,0.6530334070217633,0.40911111134818884,0.2801466807432554,0.6664361793117447,0.4771724245419881,0.4960277712500265,0.7084605501372423,0.32250147012731806
2,0.8479597749019399,0.22359410968034032,0.8569430792882705,0.4346552314584158,0.6868757574608241,0.43553747637192897,0.183622189013687,0.38067052290066977,0.7454778522644586,0.4519697447223331
3,0.3587494675761039,0.22382928647311742,0.46924768193481337,0.4487423440185461,0.24203762942948048,0.7599851858487451,0.7266372843488678,0.6241840738022844,0.7495224535988421,0.407114564201319
4,0.8039725594105556,0.2235273625444665,0.8492296843758925,0.3758725178403971,0.6955940725334803,0.6259396145842913,0.1967704948328262,0.30533999712267945,0.7486509736390599,0.37882796326209395
5,0.8989407568399623,0.22346069760949894,0.9122634154347257,0.44281065868378466,0.7895863489736141,0.4372923028833989,0.13834252349109533,0.3413285112021808,0.7443105909390089,0.464230957269158
6,0.5496446294727243,0.5037592118445586,0.8696393962469307,0.3056389470618421,0.5937110487298662,0.639024217253888,0.30912034862759813,0.30865221684455896,0.7522098378820332,0.24842351904115562
7,0.9409806050636785,0.22358136853987182,0.8629281767334183,0.3804328530019555,0.7789317507893276,0.6392604884333832,0.11619840679429633,0.2928045233126587,0.7440857424264187,0.43168656485329104
8,0.38994794027181623,0.22389233456821006,0.6259644603342622,0.4119328225967339,0.4192872630716954,0.6258543867565585,0.5744624449713246,0.45166794163547996,0.9776879840770515,0.31829202571794507
9,0.9173671648842061,0.22362855186005848,0.8865395226213878,0.23541508461719826,0.9187099404945658,0.6392879248704774,0.09771601924379869,0.13741589699000614,0.748657168878275,0.28110969517610007
10,0.8424741199483081,0.5030484206082274,0.8144493980111325,0.13909332696068336,0.9010935601846984,0.6378966787997535,0.07995121400473687,0.048280863050574274,0.7579359293884786,0.16409272032263822
11,0.5464963065344646,0.22359961714105897,0.869056741591238,0.3042826170681045,0.5803574294894291,0.6389485407179503,0.34393690209848926,0.30531528117061746,0.7486311662360252,0.2687306425971189
12,0.7690004303349068,0.22361293368787125,0.8532670062455144,0.37304090622496233,0.6027269949955775,0.43608844462847635,0.2650973394082671,0.34560950595830786,0.7486376629505754,0.38443915559231523
13,0.4974250367517129,0.5064656766827922,0.7606380169891436,0.4405652597406061,0.39925821050325405,0.658869979020036,0.3897361965874842,0.5020613696525409,0.7442095959125627,0.3736205878297989
14,0.9216569387188742,0.2233701944117193,0.8637671027065495,0.4121222951354846,0.7504112153092345,0.638286740310168,0.13076763516216497,0.3693265498390261,0.752297346227849,0.4692779155471052
15,0.5509003062637357,0.22325396233028383,0.8773481736310633,0.2953052449540668,0.6181456926934726,0.7309311997270651,0.3479392694987491,0.26388907424285457,0.7452244755355133,0.29947674531030477
16,0.38393466123683173,0.22390113006517864,0.48833106507384444,0.46396682523612054,0.2577926545364112,0.7586451698671872,0.684873205915009,0.5477807459178403,0.7445020505057999,0.420752717075459
17,0.5546212778083005,0.5064562235785736,0.8944881069394338,0.29794227477998886,0.6883022843410113,0.58074527236072,0.2529335399352928,0.27229051163911144,0.7522290944217592,0.28366192893147557
18,0.41035642939550065,0.5047277851228853,0.6762496129557222,0.4632236576094668,0.2635988473072603,0.625885361150329,0.44905294226894843,0.5621478805633782,0.7443542145778319,0.38659170969060297
19,0.19682020191285376,0.22355720147343472,0.270200560944172,0.2194193776211168,0.4629410116355905,0.7592185570949969,0.8547664489352154,0.237197016920016,0.7444007211731968,0.1934922548988954
20,0.51902827572489,0.14322225579672565,0.8424886256987799,0.28865843627545634,0.6010740360393318,0.638600403398535,0.3591470927160175,0.2714278035895519,0.752193378275782,0.25582490023761
21,0.39628379271600794,0.22385739918305442,0.6823043056125621,0.4125840277637013,0.3691969478959773,0.633345194025356,0.5149480330834194,0.4720381183181404,0.7523341041210574,0.30247016857156095
22,0.4011300864865207,0.20712088366631817,0.46962279984830263,0.4751495456819784,0.3002576707086449,0.6395328015041915,0.7244154059272527,0.5057097658228435,0.7486999357589208,0.42128584256395757
23,0.5349357991646317,0.5046847118480111,0.8760266274461798,0.3170972081605481,0.6151690766983646,0.6384748952788648,0.3439066951186554,0.28439319953557707,0.7486290906335875,0.30156191581039854
24,0.34239745220014783,0.20713017236872425,0.4665692005165391,0.44432302507417276,0.2883018522492696,0.7622894320161968,0.7101235993810211,0.5838245605293524,0.7444321462676249,0.40258365142335156
25,0.8160325384129014,0.22341902175003092,0.9376030542894107,0.9419658202635333,0.21902154265393636,0.5759630032177536,0.2819473325801114,0.8974008665311219,0.7442651294055254,0.9572120528921673
26,0.39629571952843257,0.22376114192183738,0.5235232910644978,0.4670615433690479,0.24649441569434027,0.6335099150938046,0.6324634067707511,0.5594079649186967,0.7445038833495646,0.42743915610748895
27,0.9211315771764639,0.22359887733290273,0.8552488379670634,0.19269364658890753,0.9560309844986288,0.6393073395566428,0.1219753366326706,0.0951350570189396,0.7486600289479458,0.25921224635969375
28,0.5181318577959366,0.2234278172469995,0.8512292406251275,0.28132738528963375,0.6438873661655843,0.7309241714629605,0.276678764389807,0.2595000233757606,0.7452017941728448,0.24885697823934172
29,0.9200516673392871,0.22360890584346507,0.8735407313096618,0.37841617600462585,0.7708469942338158,0.42935748800787543,0.13060581533749638,0.3144201751915211,0.706989902943883,0.41784844533862747
30,0.9324034815432093,0.22333082017762623,0.9050895647462069,0.39102133806445694,0.7718765888373419,0.5841081895239315,0.12038711565494534,0.33740527703069545,0.7442050726776535,0.4213001881691636
31,0.35342151158675283,0.22376870440521224,0.46573435501021315,0.46669966788963224,0.23157172730914227,0.649382172700888,0.7179320462403393,0.5993727565371224,0.7444414036123375,0.4136961455776165
32,0.5475383673273345,0.5045369146185762,0.8784955498909075,0.25792275793496267,0.6985080992396305,0.6388605897356848,0.3225381742143343,0.22330634714395464,0.7521952486855833,0.22868987096048862
33,0.3744322885768869,0.20699117063625797,0.6556329044042638,0.3786485892510607,0.29173106033873114,0.63850821878057,0.5285114264505408,0.4689101114398828,0.7441153619834867,0.31052290563179535
34,0.10012542869456598,0.5031427872486007,0.2091196482877642,0.08417776279446387,0.621966295883942,0.6337377547388369,0.779584377225683,0.1124846678569636,0.9924563294825516,0.04698379885812942
35,0.5516957826338759,0.2235644351531846,0.8990788421195385,0.3195263719956174,0.6152845572171883,0.625605884015059,0.2806780536643651,0.33724363583279227,0.7581993714791706,0.29093890757582297
36,0.9136034959976009,0.22338934722287518,0.8803275669736618,0.40200107965207893,0.778316884240862,0.6259969390122978,0.12946778172918766,0.36539513344596775,0.7437837601077104,0.42670507325987517
37,0.8242506616471916,0.2229032932642275,0.9388872462009653,0.956205812411518,0.1286969249311013,0.44700503033112887,0.29886629644165225,0.8767949290089294,0.7139199527741256,0.9296027071821431
38,0.7783210241518275,0.5069642251791896,0.8851691833545757,0.35364172407208067,0.6772032878020662,0.7375755776637478,0.19019726076674964,0.287764810900254,0.7442347705236043,0.3760354049536485
39,0.5562848580486299,0.507833499762768,0.8198399196868121,0.46314940485779427,0.3857097338906997,0.9591955663327566,0.33115447975827983,0.5494651549795999,0.7486334438742895,0.40772429205131816
40,0.7825233993393516,0.22309753400569282,0.9285072437286825,0.878810547731397,0.21711617810693562,0.7313368616013292,0.3106152610486049,0.8177779755304739,0.7442526445384823,0.9015645784656855
41,0.5589723341263209,0.22355473544624727,0.7764849298759777,0.39765982211345097,0.4273601771128046,0.6656401033226297,0.3815704344648087,0.45100489954249245,0.7582473376255424,0.34332310555088136
42,0.5480606906031651,0.22347787759890486,0.8874279242545347,0.30441156294574323,0.6232152490616808,0.6387528142837198,0.2510857341852391,0.27233432320345147,0.7441603081677718,0.27241420168946057
43,0.7789439657666222,0.22322099976687815,0.9352833164113974,0.8865905504838696,0.1795001914806552,0.7335280361028823,0.2950455958855107,0.865671904144315,0.7523508841435023,0.9024205593288065
44,0.8017166464751226,0.22355605066074724,0.8571177517708025,0.3668822165726594,0.7447158716738738,0.4379743542216519,0.20645085559834686,0.27713076123975555,0.7522549265962803,0.3731027986650979
45,0.616819927822422,0.5076376150031778,0.8360535345243496,0.41001964070629726,0.5097675938555274,0.6214968248923484,0.3821665341809205,0.4431688988002239,0.7471803595922033,0.39204236598024533
46,0.823808076708086,0.22324327621247153,0.9541192762452024,0.9239785179108093,0.2555723431198912,0.6370131521454788,0.2740108448800375,0.7962175395399509,0.7465193509283389,0.9348253793094922
47,0.9951389674043771,0.5106144386220628,0.887393870358769,0.4247229657573194,0.9137834545030601,0.43012461707872934,0.04171078551126231,0.39828930061388945,0.7519300419382181,0.49407045015756196
48,0.9154570648651168,0.22367622838568263,0.8835421872262187,0.38020671283281715,0.7149019191754793,0.43437333376535314,0.15571763571921382,0.33112039978221747,0.7475274113686191,0.4161983440812431
49,0.9393174126871677,0.2236323331017459,0.8833668246647416,0.3701281713446256,0.8517397373810407,0.7376424295589252,0.1278366967025119,0.3113703226365646,0.7453459052073156,0.4099639501281772
50,0.35261701738282814,0.22348576888590474,0.5926593002239455,0.4127809682516144,0.32811366509337264,0.6448435603708826,0.5688116723445451,0.510324510575479,0.7443834756791482,0.3212304732833116
51,0.42210198012883154,0.5055070497141216,0.6771242130099683,0.3764678094051352,0.3066295835931885,0.7307184934832506,0.4335195484527422,0.46691599118430516,0.747184278771559,0.32734768900424027
52,0.5578146899154826,0.22345379273337407,0.8649311848775499,0.25412923179340663,0.7080016349071234,0.6388810789123963,0.30382310103476706,0.2082164063304776,0.7581595214907719,0.23502151385050352
53,0.5550429181011971,0.2069716068205708,0.8627225834635482,0.2979257290051945,0.606420323163014,0.7306923102213831,0.3064784783308565,0.297301161929071,0.7452012229481131,0.2829264471892105
54,0.5765493527296272,0.22379574850336803,0.8824001290747661,0.40455288854939353,0.5291153817778591,0.7293239905864145,0.33699905944882946,0.40841657732762265,0.7449437379153375,0.3452084034019058
55,0.3199575909700648,0.22383997259092975,0.45717610094594824,0.43956167405815827,0.1714408803277112,0.759472432289227,0.622165008900722,0.6336949188714391,0.7444750570987971,0.38900874602409774
56,0.8192851967183876,0.22336665977275058,0.9674759792520264,0.9375137490278331,0.08265706974904907,0.4712739598288248,0.2822020474819266,0.9388615939695559,0.7334164905429871,0.9294869912506472
57,0.894892525198381,0.5082289683227299,0.9272607511299292,0.39833848799633853,0.7762274486118893,0.4341609372416517,0.1321742582090339,0.31000208590220996,0.7442687316411781,0.41647364496347006
58,0.893510437124463,0.2236959566031823,0.8416505548234717,0.21352140474257444,0.8936763053531526,0.6172173148790971,0.04792584289820695,0.10355854127015221,0.747212121833917,0.24818927353736353
59,0.5195797857530767,0.22354396712752872,0.8692960714705762,0.26118010666365105,0.6996862853921144,0.6389477735650547,0.27221938720719474,0.2129249927001887,0.7449525927668017,0.21616290805865962
60,0.3936014881558995,0.22399138666023957,0.6148646905205956,0.4061706597079605,0.29440778866168865,0.7541295697415838,0.5850745130387911,0.4801985864676156,0.7494511854609969,0.3266213377245152
61,0.501695611327356,0.22343702374849936,0.8580578118136715,0.21032369292219782,0.69051585832704,0.7305752598432625,0.2898904933810535,0.1862291969485279,0.752180304348032,0.18176967623593832
62,0.4116786571534015,0.2239702610273337,0.6501825558843932,0.4156977358244989,0.3539167436030018,0.5757007179312221,0.5793598807892453,0.47475173799555936,0.7441208404690388,0.3329309787360484
63,0.9029567634626077,0.5078879167627046,0.8988817195687187,0.3895463647623752,0.7866284889607762,0.7380719637065206,0.07682588271858684,0.3263955618275889,0.7072286051162416,0.4141722056752404
64,0.5144616964116197,0.2236597882044329,0.8244534874789675,0.28558475642216957,0.6178128700285644,0.6385618861287796,0.3567268589553416,0.2748299346406962,0.7451766512877417,0.25567783796987653
65,0.29039202495102084,0.503496415547282,0.4283662801024437,0.41865226988314796,0.21076314923184492,0.6335253582151353,0.7496761363825615,0.5646499474912984,0.7494928016844737,0.3687323822989657
66,0.8805653852098605,0.5082948934495412,0.8635205465005196,0.47209739485927715,0.67396205562365,0.6257855455052702,0.1562687580463412,0.4284955797805116,0.7486696872075018,0.48696719599968447
67,0.9754404306788127,0.22337808569871914,0.8757007076609564,0.4053575067291556,0.8355748012417996,0.5806489970547999,0.13517871563367412,0.36878813144496314,0.7067156866613737,0.44390933751876277
68,0.37975177620619666,0.223741495905244,0.5839559045554812,0.43907006963329176,0.337871576893206,0.6332427676779901,0.603886570149049,0.5340673425614308,0.7443655925095217,0.35371078998354977
69,0.8022541934058367,0.5059580860867074,0.8406415168895321,0.3526399520344294,0.7254738934170503,0.7370279686791962,0.20448959564798969,0.30295386381008194,0.7441967566936206,0.40301861651379683
70,0.5001230497964781,0.5045410246638886,0.774683898838027,0.3744777716493179,0.44035189551445564,0.6387455835103105,0.36995131392896674,0.4199133604307821,0.7522139638324302,0.3296615558664827
71,0.5562084165543639,0.2236030695791214,0.8898951590061903,0.3304277854650239,0.5903986174344537,0.442714477604615,0.27031882835509674,0.30778109239260204,0.7442083625469773,0.28520957799786795
72,0.8416350735425354,0.5035994954837177,0.8461964348721494,0.1503653427415268,0.9389043081627091,0.7431895644334575,0.1263651458773158,0.0199187155537289,0.7452937935541101,0.1769929463610292
73,0.8266426501390136,0.5101061904187281,0.9566970211392183,0.9118536623356117,0.19486873452971543,0.6380257582305737,0.24707401755243755,0.849989124698947,0.7577941333846842,0.9204361824854507
74,0.9113306463420854,0.5033523173586283,0.8605725892542107,0.19607043983020017,0.908062239774749,0.4240160072884289,0.10902848724938112,0.08853886034688613,0.7486325804868117,0.24965684480143605
75,0.7860306255978355,0.2229605050949765,0.9295637920978159,0.8785771209775761,0.1367778406711313,0.6330810794841873,0.34120713293609434,0.8535898664822261,0.7086291079960414,0.8654144459214078
76,0.11452099432509977,0.2238427674217422,0.226747564921427,0.1039379562783582,0.5989648202106271,0.6337185425619761,0.824568542680912,0.11944297015545968,0.7444218757448098,0.08832101691794658
77,0.8362846214517006,0.5059127933873644,0.8869841809903053,0.40558389227376646,0.6714151148571865,0.4371906670370601,0.24393535155009471,0.3616699654656642,0.7445420422349582,0.4376373755167044
78,0.5338442534128945,0.5056221309828696,0.8501076148111344,0.29667378515137,0.5877594170794342,0.7300201461021247,0.32410010478261486,0.2827268760049496,0.7521889319091912,0.24975888881636832
79,0.7506014636558349,0.22330550229850166,0.8478489714223307,0.44537173850655953,0.6322239617915676,0.4360947819784825,0.23636580399896767,0.35605484537477494,0.7442886703675,0.4867818523655725
