,c
945,0.8457100000000001
946,0.79689
947,1.0003
948,1.0006
949,0.81506
950,1.0001
951,0.9676299999999999
952,0.92099
953,0.9996700000000001
954,0.99884
955,0.85285
956,0.8766200000000001
957,0.8324799999999999
958,0.75297
959,1.0007
960,0.9992700000000001
961,1.0001
962,0.8842899999999999
963,0.82805
964,1.0009
965,1.0004
966,0.8904
967,1.0009
968,0.9999600000000001
969,1.0006
970,1.0002
971,1.0001
972,0.95129
973,0.99903
974,0.85277
975,0.8145100000000001
976,0.8971
977,0.80147
978,1.0004
979,0.99885
980,0.9848899999999999
981,0.8753700000000001
982,0.9990600000000001
983,0.77587
984,0.8585200000000001
985,1.0002
986,0.9999
987,0.99918
988,1.0004
989,0.8625200000000001
990,0.7171
991,1.0021
992,0.99976
993,0.88825
994,0.9199299999999999
995,0.88556
996,1.0012
997,0.8599600000000001
998,0.8671200000000001
999,0.83105
1000,0.7217
1001,0.7791
1002,0.9997799999999999
1003,0.8509899999999999
1004,0.99998
1005,0.82968
1006,0.9313799999999999
1007,0.81314
1008,0.7690899999999999
1009,0.8908799999999999
1010,0.8364799999999999
1011,0.84606
1012,0.99964
1013,0.89545
1014,0.86415
1015,0.9999
1016,0.8534799999999999
1017,0.85506
1018,0.7871199999999999
1019,0.91461
1020,0.80582
1021,1.0006
1022,0.9997
1023,0.80574
1024,0.8033399999999999
1025,1.0004
1026,1.0013
1027,0.99854
1028,0.9993700000000001
1029,0.9238299999999999
1030,1.0009
1031,0.86866
1032,1.0004
1033,1.0014
1034,1.0
1035,0.86036
1036,0.9987
1037,0.83819
1038,1.0029
1039,0.8422799999999999
1040,0.99887
1041,0.99897
1042,0.87797
1043,0.9998100000000001
1044,0.99955
1045,0.7865300000000001
1046,0.9998100000000001
1047,0.99921
1048,0.8286100000000001
1049,0.99946
1050,1.0003
1051,0.9988299999999999
1052,0.85026
1053,0.74565
1054,1.001
1055,0.75881
1056,1.0003
1057,1.0007
1058,0.83739
1059,0.9991
1060,0.7943
1061,0.9995200000000001
1062,1.0001
1063,0.99966
1064,0.9985
1065,0.82676
1066,0.99811
1067,1.0005
1068,1.0004
1069,0.8841600000000001
1070,0.89354
1071,1.0002
1072,0.92884
1073,0.80899
1074,0.85885
1075,1.0001
1076,0.8423799999999999
1077,0.99834
1078,0.84777
1079,0.8831600000000001
1080,0.8346600000000001
1081,0.76746
1082,0.8237
1083,0.8548399999999999
1084,0.9996799999999999
1085,1.0009
1086,0.8255600000000001
1087,1.0011
1088,0.8384799999999999
1089,0.82947
1090,0.9204600000000001
1091,0.8940899999999999
1092,1.001
1093,0.92
1094,0.9828899999999999
1095,0.9999600000000001
1096,0.99825
1097,1.0005
1098,0.9997799999999999
1099,0.84906
1100,0.9998299999999999
1101,0.9063200000000001
1102,1.0013
1103,1.0003
1104,1.0016
1105,1.0012
1106,1.0002
1107,0.84757
1108,0.99969
1109,0.8314799999999999
1110,0.95257
1111,0.79475
1112,1.0
1113,0.86745
1114,1.0015
1115,0.74251
1116,0.9984299999999999
1117,0.99859
1118,0.8376299999999999
1119,0.7968
1120,0.88333
1121,1.0003
1122,0.74853
1123,0.9986
1124,0.8805799999999999
1125,1.0007
1126,0.9993200000000001
1127,1.0008
1128,0.81508
1129,1.0003
1130,1.0001
1131,0.89505
1132,0.8537299999999999
1133,0.96026
1134,1.001
1135,0.8336899999999999
1136,0.8237700000000001
1137,0.90894
1138,0.90449
1139,0.99844
1140,0.81307
1141,0.953
1142,0.88605
1143,0.99976
1144,0.9060600000000001
1145,0.7965300000000001
1146,0.9991399999999999
1147,0.99995
1148,0.91486
1149,0.84803
1150,1.0004
1151,0.79813
1152,0.8820100000000001
1153,0.80105
1154,0.99815
1155,0.85955
1156,0.77762
1157,0.77512
1158,0.9975
1159,1.0006
1160,0.79887
1161,0.85445
1162,0.77149
1163,0.99849
1164,1.0002
1165,0.9078
1166,0.81886
1167,0.8990600000000001
1168,1.0003
1169,0.88028
1170,0.9997299999999999
1171,0.99946
1172,0.88423
1173,1.0017
1174,1.0002
1175,0.87141
1176,1.0016
1177,0.82262
1178,0.86351
1179,0.99871
1180,0.7686
1181,1.0015
1182,1.0001
1183,1.0012
1184,1.0009
1185,0.87764
1186,1.0006
1187,0.75166
1188,0.99931
1189,1.001
1190,0.7944899999999999
1191,0.81984
1192,1.0008
1193,1.0001
1194,0.8591200000000001
1195,0.99925
1196,0.8225899999999999
1197,0.89715
1198,0.87029
1199,0.99861
1200,0.7981199999999999
1201,0.9995700000000001
1202,0.8296899999999999
1203,0.9989600000000001
1204,0.7551
1205,0.83095
1206,0.88508
1207,1.0002
1208,0.79837
1209,0.99966
1210,0.9036200000000001
1211,0.9999100000000001
1212,1.0002
1213,0.8548
1214,0.8585
1215,0.99941
1216,1.0008
1217,0.99969
1218,0.9995700000000001
1219,0.88425
1220,0.99869
1221,0.87641
1222,0.9987799999999999
1223,0.99959
1224,0.80266
1225,1.0014
1226,0.99975
1227,0.99984
1228,1.0003
1229,0.81317
1230,0.9998600000000001
1231,0.975
1232,0.8503
1233,1.0012
1234,0.8069
1235,0.99934
1236,0.89884
1237,0.99946
1238,0.85319
1239,1.0006
1240,0.80486
1241,0.75672
1242,0.9375899999999999
1243,0.7923600000000001
1244,0.82696
1245,0.82129
1246,0.99836
1247,0.8505799999999999
1248,0.80805
1249,0.9313899999999999
1250,0.8932200000000001
1251,0.99859
1252,0.82142
1253,0.99849
1254,0.86415
1255,1.0004
1256,0.78985
1257,1.0006
1258,1.0001
1259,1.0014
1260,1.0007
1261,1.0015
1262,0.99918
1263,0.84091
1264,0.7793100000000001
1265,0.8299
1266,0.9995700000000001
1267,0.8443200000000001
1268,0.87866
1269,0.86329
1270,0.92768
1271,0.8377399999999999
1272,1.0003
1273,1.0003
1274,0.79767
1275,0.81671
1276,0.9138200000000001
1277,0.99954
1278,0.8460799999999999
1279,0.76663
1280,1.0005
1281,1.0006
1282,0.88403
1283,0.8285600000000001
1284,1.0017
1285,0.8218700000000001
1286,0.9991399999999999
1287,0.99884
1288,0.87164
1289,0.81853
1290,0.99869
1291,0.8781399999999999
1292,0.77696
1293,1.0005
1294,0.99925
1295,0.85645
1296,0.8264299999999999
1297,1.0004
1298,1.0004
1299,0.88176
1300,1.001
1301,1.0001
1302,1.0011
1303,1.0002
1304,0.77541
1305,0.79343
1306,0.99982
1307,0.84846
1308,1.0016
1309,0.8508399999999999
1310,0.99829
1311,0.80384
1312,0.84815
1313,1.0018
1314,1.0005
1315,1.0003
1316,1.0014
1317,0.99874
1318,1.0008
1319,0.9993799999999999
1320,1.0009
1321,0.99974
1322,1.0003
1323,0.99835
1324,1.0002
1325,0.83178
1326,0.8678899999999999
1327,0.7661600000000001
1328,0.7621399999999999
1329,0.8922700000000001
1330,0.79089
1331,0.77242
1332,0.9988100000000001
1333,0.91255
1334,0.99777
1335,1.0004
1336,0.78614
1337,1.0012
1338,0.7936
1339,0.7809699999999999
1340,0.9990600000000001
1341,1.0008
1342,1.0024
1343,0.9998299999999999
1344,1.0001
1345,0.9996299999999999
1346,0.87059
1347,0.99915
1348,0.99977
1349,0.9991200000000001
1350,0.8482200000000001
1351,1.0011
1352,0.83047
1353,0.9234
1354,0.80153
1355,0.99795
1356,0.77098
1357,1.0016
1358,0.8529200000000001
1359,1.0002
1360,0.7779
1361,0.99923
1362,0.80819
1363,0.99977
1364,1.0007
1365,0.90907
1366,1.0017
1367,0.9993200000000001
1368,0.855
1369,1.0003
1370,1.0001
1371,1.0003
1372,0.9129299999999999
1373,1.0001
1374,0.7902899999999999
1375,0.8458399999999999
1376,0.99979
1377,0.8144100000000001
1378,0.9985299999999999
1379,0.99926
1380,0.9444
1381,0.83347
1382,0.9411700000000001
1383,0.87426
1384,1.0004
1385,0.83349
1386,0.8831600000000001
1387,0.84083
1388,0.9992200000000001
1389,1.0
1390,0.9512799999999999
1391,1.0001
1392,0.81868
1393,0.83568
1394,0.90928
1395,0.99941
1396,0.8720899999999999
1397,0.99934
1398,0.99987
1399,0.9986700000000001
1400,1.0003
1401,1.0009
1402,1.0005
1403,0.86218
1404,1.0002
1405,0.78565
1406,0.81719
1407,1.0019
1408,0.99982
1409,0.9990700000000001
1410,0.8376100000000001
1411,0.9990000000000001
1412,0.9994
1413,1.0007
1414,0.99974
1415,0.8215
1416,0.8737299999999999
1417,0.80647
1418,0.9991700000000001
1419,1.0005
1420,1.001
1421,0.8968200000000001
1422,0.85725
1423,1.0004
1424,0.99956
1425,0.77327
1426,0.79707
1427,1.0009
1428,1.0012
1429,0.7975899999999999
1430,0.7733800000000001
1431,0.82714
1432,0.8014600000000001
1433,1.0
1434,1.0011
1435,0.8300700000000001
1436,0.9887799999999999
1437,0.9993200000000001
1438,0.9990399999999999
1439,0.8388700000000001
1440,0.8375100000000001
1441,0.9998799999999999
1442,0.99972
1443,0.84346
1444,1.0018
1445,0.76539
1446,1.0004
1447,0.9994200000000001
1448,0.9371799999999999
1449,0.81576
1450,0.9977600000000001
1451,0.9986799999999999
1452,1.0009
1453,0.99969
1454,1.0012
1455,0.9996200000000001
1456,0.99984
1457,1.0
1458,0.78014
1459,0.99998
1460,1.0007
1461,0.99936
1462,0.9996200000000001
1463,0.85057
1464,0.99997
1465,1.0005
1466,0.79008
1467,0.9998600000000001
1468,1.0006
1469,0.9988
1470,0.9068799999999999
1471,0.9228799999999999
1472,0.99971
1473,0.8868299999999999
1474,0.86105
1475,0.90769
1476,0.86675
1477,0.8658799999999999
1478,1.0014
1479,0.83168
1480,1.0002
1481,1.0001
1482,1.0003
1483,0.9989100000000001
1484,0.78528
1485,0.85816
1486,0.9991399999999999
1487,0.82836
1488,0.80381
1489,0.8594
1490,1.0008
1491,1.0001
1492,0.74275
1493,0.8348700000000001
1494,0.8534200000000001
1495,1.001
1496,0.8106
1497,1.001
1498,0.99971
1499,0.8204299999999999
1500,0.78465
1501,0.9999600000000001
1502,0.8820100000000001
1503,0.79974
1504,0.77547
1505,0.9998299999999999
1506,0.8658600000000001
1507,0.9978
1508,0.7510899999999999
1509,0.99935
1510,0.8785799999999999
1511,0.8329799999999999
1512,0.7962199999999999
1513,0.89536
1514,0.99961
1515,1.0019
1516,1.0017
1517,1.001
1518,0.8529200000000001
1519,0.9993799999999999
1520,0.9069
1521,0.82594
1522,1.0004
1523,0.9985
1524,1.0008
1525,0.87434
1526,1.0002
1527,0.9999399999999999
1528,0.88195
1529,0.84405
1530,0.99959
1531,0.8411
1532,0.9989100000000001
1533,0.94945
1534,0.79481
1535,0.8421
1536,1.0005
1537,1.0007
1538,1.0002
1539,0.8436600000000001
1540,0.85131
1541,0.85844
1542,0.99915
1543,0.9992700000000001
1544,0.9980600000000001
1545,0.8655200000000001
1546,0.79742
1547,1.0004
1548,0.9997799999999999
1549,0.9990100000000001
1550,0.79881
1551,0.84014
1552,0.99964
1553,1.0
1554,0.95415
1555,0.99954
1556,0.8596600000000001
1557,1.0012
1558,0.89944
1559,1.0001
1560,1.0007
1561,0.99845
1562,0.99923
1563,0.78674
1564,1.0006
1565,0.88836
1566,0.99982
1567,0.76666
1568,1.0011
1569,0.8437600000000001
1570,0.8784299999999999
1571,0.99985
1572,0.9995299999999999
1573,1.0022
1574,0.99828
1575,0.8595700000000001
1576,1.0008
1577,0.68218
1578,0.9174700000000001
1579,1.0006
1580,0.8324299999999999
1581,0.85244
1582,0.9998600000000001
1583,0.99979
1584,1.0006
1585,0.9998799999999999
1586,0.81516
1587,0.9988799999999999
1588,0.99872
1589,0.99934
1590,0.84969
1591,0.83224
1592,0.9990399999999999
1593,1.001
1594,1.0021
1595,0.64872
1596,1.0004
1597,0.85583
1598,0.8414299999999999
1599,1.0012
1600,0.85277
1601,1.0001
1602,0.99895
1603,0.80502
1604,0.85393
1605,0.8560200000000001
1606,1.0015
1607,1.0005
1608,0.9986700000000001
1609,0.99959
1610,0.99923
1611,0.99949
1612,0.90553
1613,0.9997
1614,0.79708
1615,0.89494
1616,0.99979
1617,0.87649
1618,1.0007
1619,0.78966
1620,0.99982
1621,0.9996
1622,0.8367600000000001
1623,0.99941
1624,0.99997
1625,1.0003
1626,0.76581
1627,0.9995799999999999
1628,0.9587600000000001
1629,1.0004
1630,0.99879
1631,0.78715
1632,0.8647100000000001
1633,1.0009
1634,1.0014
1635,0.99887
1636,1.0008
1637,0.81102
1638,0.9997
1639,1.0007
1640,0.92148
1641,0.8314600000000001
1642,1.0005
1643,0.93824
1644,0.99956
1645,0.74327
1646,0.82909
1647,0.86411
1648,1.0
1649,0.87703
1650,0.7953600000000001
1651,0.7235
1652,1.0002
