,freRatio2,kurtosis3,WL1,stdF13,freRatio3,frePRatio23,freRatio1,stdF23,freRatio2v,freRatio3v
0,0.21866568187326174,0.3555896373866833,0.4014847169603119,0.35797302340459564,0.1716015851867036,0.478273347262191,0.21010686678229612,0.35932591063846564,0.14289043675579574,0.1351117558125281
1,0.49260827918893035,0.4738570647077211,0.10186854011108254,0.3535613371008157,0.4848826483550272,0.2350731265029369,0.4723086307462874,0.3547645025173189,0.4044611317753293,0.4052901837399039
2,0.041455955499648034,0.37902860268834004,0.4385938132195535,0.8975849016367222,0.020923439581838676,0.6571451097883076,0.04158969494233364,0.8977823932275577,0.024223922146583407,0.019922635829962274
3,0.2863325293418426,0.45761566114410746,0.2067477103027182,0.6945686943541078,0.2631768644733696,0.3024993101273308,0.2950091931916113,0.6958855310031155,0.2394159239244859,0.2348125144717308
4,0.28189865090997224,0.4986128477649265,0.44147018795747967,0.2847870128485366,0.21553756277544328,0.5940907478219734,0.27663149303075757,0.2864222523102809,0.18865797599831569,0.17752080524115013
5,0.03843925632710529,0.29159307596123785,0.7237834259020856,0.8060457429226422,0.017614703973215823,0.28458627350494736,0.03181690896026848,0.8068565719769168,0.022087807331508655,0.016723191544423116
6,0.03030778640754292,0.2388695686151922,0.5280354581233677,0.8339286666311243,0.015493150216938284,0.3517838136161154,0.032424723281676365,0.8345142166077321,0.018653355791049694,0.015922308939102958
7,0.2121330394340516,0.2905810409502969,0.3761174458380844,0.5025217252225835,0.16729869153769944,0.36450112350691843,0.2028539053155533,0.5038410474149829,0.1419144910753971,0.13314564349827704
8,0.2156268248491074,0.18056228508909034,0.378311325265752,0.48827104547635547,0.1689207748283284,0.5610754129380691,0.2210533856343085,0.4900818950218868,0.15331923877699022,0.14448031163595257
9,0.1144614603409078,0.21541888090028133,0.4076617501011513,0.7266567148264648,0.07158450343343242,0.6938187408838253,0.1169782076858121,0.7276510719966348,0.06907940908133905,0.06305179858074886
10,0.022716414121014217,0.17390395436073774,0.5917901938426454,0.8015007730447299,0.01254996412831813,0.5526392557259431,0.02530027112860267,0.8020979848303603,0.012209921164058307,0.011110203080946374
11,0.04446342223401925,0.48119138793372923,0.6776216574097914,0.6753212134136589,0.021125004270438313,0.7947372570662672,0.0411967863988521,0.6767420766894956,0.022608311694387928,0.018398507198409145
12,0.1935301381403562,0.46118122850890897,0.3653657998308015,0.34101935277496404,0.14623552321410271,0.6719044427799896,0.17557346195842116,0.342237061769616,0.10999017474910522,0.10201718901101896
13,0.21032625128388596,0.2653837136605189,0.37094309780409757,0.44228821240070376,0.16162498718868507,0.641029684235424,0.2096473157400031,0.444047165222878,0.14345860528224202,0.13435922581348153
14,0.03577569791462304,0.30482377305407937,0.5815831095744289,0.7538612251426134,0.020132554405384195,0.38123546339732717,0.040660607336753,0.7547355829269254,0.02035669169766302,0.01861098625696346
15,0.18794936007662927,0.2687402313222882,0.40065380512745064,0.6017913312363384,0.14828413788391243,0.5321638349036149,0.17840544254309512,0.6031338319771797,0.12043125833391818,0.11330799929173649
16,0.01885033063669203,0.23188691778680837,0.7190936844815536,0.8950391853707949,0.007808069420245312,0.49084243308235104,0.012692465490256516,0.8952453564339515,0.010894039347790513,0.0074340429589070944
17,0.03142260331675342,0.27332955611128473,0.5194633464523486,0.631502905581916,0.01789655290218989,0.41598336421334803,0.03435887528301357,0.6332650217554191,0.015637062249982486,0.014497609610591267
18,0.027727319938604306,0.3342882932166302,0.6629639165777761,0.8351548755131417,0.014437497864780824,0.5849292387747861,0.028298098192403642,0.8355001117347811,0.016530399794137618,0.014007273321619745
19,0.14745819436590463,0.3441639965614254,0.32345974178835474,0.7556192354854188,0.09772300228895495,0.664382859620767,0.15783201314615547,0.7565351701654989,0.09254158186539407,0.08531851428104442
20,0.023214965782276026,0.21697991559862456,0.797936513774966,0.8740470224449538,0.008812476512589235,0.4491287893720187,0.01531257936861119,0.8746335756444468,0.015196972886986237,0.009978343480570445
21,0.29204971667955365,0.0829556111284776,0.4105491595247729,0.5464533240923388,0.2191230227870589,0.15578507509756773,0.29079573748499454,0.548110367673156,0.2094752263316724,0.19489777850420192
22,0.13302327728473998,0.14738980931541104,0.3506970243130908,0.587316735085568,0.08297120016398485,0.338183466708716,0.1340404239939045,0.588416389520592,0.07626119961634736,0.06994238548604587
23,0.37111400907087055,0.3218433494842138,0.1771802699819767,0.6062683264914432,0.3391582111987975,0.42422202073560134,0.36092665634829496,0.6075887634246053,0.3098053664584649,0.30210163581634186
24,0.25464910964674387,0.40409307596123784,0.42273145253246036,0.5107599829397025,0.1940640907382734,0.28364410454527533,0.24915828570312176,0.5120778725697684,0.17642319928883898,0.16500905760089352
25,0.02409666362765578,0.2988805095342294,0.6524257917386986,0.7446806525563789,0.01201018072494961,0.43984850396184016,0.022964527522049555,0.745497088323058,0.011876564437270476,0.01013361663874475
26,0.19682173315945578,0.25429040325101593,0.3652793614595211,0.6595790904728901,0.1548062929179051,0.5023376828162573,0.1893140815382912,0.6605510496496786,0.12916301143939926,0.12152031490486115
27,0.27538747388951085,0.4137230384495154,0.45770772795821535,0.5139281334968279,0.22042465238632097,0.35106240391059246,0.27432179860940764,0.5153720768209483,0.2009278428895595,0.19039894305288824
28,0.4478309540570796,0.16414113785557985,0.2572884099017913,0.5742856000426507,0.38423695808137753,0.5632002207592541,0.44185279171288583,0.5756799390059548,0.37640360727068567,0.3588444408123238
29,0.47769789154193265,0.33240836980306343,0.21900540699599075,0.5345697606227009,0.42649721567421683,0.3505144479047581,0.4637992302465772,0.5358103400680925,0.3877786745268674,0.37701412440921295
30,0.3279454362904064,0.3051754454517036,0.21371979254790893,0.5221317374846723,0.28095726145331557,0.452947924468798,0.2958536209452815,0.5235221432045535,0.21674620441200554,0.20563478118743106
31,0.023397306436163473,0.32698265082838385,0.560104093868393,0.6675707735778642,0.0127634860442076,0.713943312177238,0.02526988041253228,0.6687523825798903,0.011103118347486396,0.010186736403383329
32,0.4912464945586318,0.19908955923726163,0.05451134733512342,0.3135096230740524,0.45152198421646,0.4052560413135175,0.49675144952861827,0.3146977245540467,0.4213775235689054,0.4130810825535625
33,0.028883682819586642,0.30110581431697403,0.6485636517453195,0.6463653569334115,0.013222985207201665,0.6729096858122757,0.025725741153588166,0.6477896231251561,0.015005438978173927,0.011893379098053644
34,0.20493404576981228,0.2598761331666145,0.44032441975944386,0.35621368022604893,0.15314849168118616,0.5519651515748807,0.17564683383007682,0.35784049531371176,0.11211020656420334,0.1042237023113908
35,0.35572815085803977,0.4811601281650515,0.17247213741861922,0.27664338646905157,0.32348399439718495,0.5807505814641069,0.33676169554146484,0.27804871636454453,0.2621777551641051,0.25422983151500295
36,0.06937484853031127,0.24907783682400747,0.4783720160370766,0.7300434504451672,0.044689282907997674,0.7957740371348601,0.06900646236869583,0.7308151380910441,0.035549278311928334,0.03301052860976042
37,0.0314133708785819,0.2295912785245389,0.6312024129179388,0.6295745988164418,0.015153223326842297,0.7502109039303031,0.027286521500346245,0.6311313080856545,0.013087175708236837,0.010949481741783465
38,0.025181475112808882,0.30030087527352295,0.6693824254239158,0.8599856053739936,0.012174165556352728,0.3801947411991958,0.022157002780750557,0.8604103952782196,0.013540423889395747,0.010888189705662021
39,0.33160840613495524,0.3645377461706783,0.18205392283076471,0.5083941994988538,0.2946294967715487,0.22531635589545473,0.32367632150772685,0.5099233630854574,0.24479057009848645,0.23792206377095848
40,0.0257792754844145,0.4159131759924976,0.6592489057270019,0.7512075491816388,0.013222985207201665,0.5940592107856664,0.025000705498765957,0.7522563853141062,0.012892717617610627,0.011100668764216351
41,0.06364150442580008,0.3287744216942794,0.686578143965866,0.6028002878925202,0.03183013904547162,0.43453068947845624,0.06609980745310606,0.6047493854587042,0.0377584976723513,0.03179013606832021
42,0.04299315645520538,0.3981771647389809,0.5905395961305036,0.8164018766327238,0.02403061050186192,0.5130799858083336,0.049198227787100035,0.8169521380778988,0.026313250052635295,0.02352115937291438
43,0.18542567310244548,0.3285493513597999,0.3520027954537095,0.6461294450071973,0.14380478972361724,0.6873181692750423,0.17706846811254118,0.6471717955122054,0.11963368774416919,0.1107192960950163
44,0.19966855546964263,0.1632306970928415,0.35892154338470594,0.43054592951964604,0.15541764886747977,0.48638388457444703,0.20123994121567207,0.4320586804779619,0.1347895758766697,0.12696822348438416
45,0.1596519370809339,0.0687128790246952,0.418937359767536,0.5830170069840592,0.10676949882135903,0.3397406078763748,0.15925386450516316,0.5842059600646747,0.10142963248882964,0.09296503629850586
46,0.014771901074425026,0.40538254141919344,0.864457277375216,1.0,0.0022257524512315774,0.3913076043678795,0.0,1.0,0.013250929889816854,0.004703142238385152
47,0.01887110362257796,0.48035909659268516,0.662393791150182,0.9242549448206002,0.00742202179631718,0.4758982142153191,0.014426907071702577,0.9244804332680452,0.01320560507170096,0.008989498631144538
48,0.22694487080356837,0.24790559549859328,0.3647607312318388,0.38669563363011145,0.1742031362099006,0.5102968423542397,0.22369303640156557,0.38839009898387067,0.15247122605095095,0.1424208992222722
49,0.22065527229922335,0.456802907158487,0.40999926435428696,0.31163032467878665,0.1705186020293123,0.599183979185556,0.20969463842645555,0.3134226335230633,0.14123812782183545,0.13272504392595924
50,0.06281058499036368,0.2301910753360425,0.5315518446316254,0.5892653409393827,0.03017320897816951,0.5362281704576812,0.061617176832723,0.5903316551207393,0.03390150185977965,0.02817390593715524
51,0.15302766269287144,0.4388597999374804,0.42298525030345385,0.4655328677293811,0.10830344026510882,0.5850199077541687,0.14629439486657392,0.4667884794868087,0.08987765223290524,0.08338985821108978
52,0.07716702634707046,0.45774460768990305,0.521537867363078,0.500210588047129,0.04539475931809643,0.3440927188867426,0.08109762583384528,0.5020979848303603,0.03800851521744217,0.035697843882373764
53,0.19975372471177485,0.3572327289778055,0.38721135101335197,0.4532041371221411,0.15880188582556115,0.4430896046044073,0.180149435492449,0.4548131400102533,0.12019527686153415,0.11361023713207755
