,freRatio3,meaPhase13,meaPhase12,WL1,rmsF23,meaPhase23,freRatio2v,frePRatio23v,stdF2,frePRatio13v
0,0.171602097937647,0.3109986370366557,0.5429370764310514,0.4014910441423102,0.3489302324802974,0.9402631025867995,0.14289105135037572,0.011630987904643304,0.873245367147398,0.0027375197860745742
1,0.484887994382979,0.009001951747384284,0.17771307886555354,0.1018826860161427,0.34709420548172165,0.0011892244274700932,0.4044659784419039,0.000573234371039007,0.4108329123872968,0.0015758775664791447
2,0.020923331299012582,0.006709969361911211,0.14341062716041592,0.43860049792262507,0.8746105942464849,0.002301212305075708,0.02422451898202327,0.0005786173297359113,0.558475391701911,0.000823435028930803
3,0.2631779262172922,0.007926637896226175,0.17089720083824061,0.2067536802117045,0.6549209640627065,0.0018367467496810366,0.23941631348174114,0.0005779529728401926,0.5758673394000484,0.0009858352199122837
4,0.2155372929796257,0.31239869493827516,0.5949837846497111,0.441475994645226,0.2684682174279053,0.06016260685564303,0.1886588319517679,0.0005871094231100632,0.8163776865172464,0.0010757374114673639
5,0.017615965846369874,0.012036435770425083,0.25126873548787587,0.7237987851158764,0.7770918791725032,0.0026834922693218383,0.022088719612709695,0.0005662359224569038,0.8581428692062595,0.0017224180089287534
6,0.015493526159241655,0.007342574981686259,0.1344148623568736,0.5280416839620325,0.816148100543419,0.0024262733968552193,0.018653205370959783,0.0005641052548394621,0.6151721635015591,0.001550076273450201
7,0.16729904500804754,0.018102373458623273,0.3855494210927286,0.3761237439058549,0.47961651043575615,0.0036307538676363816,0.14191500633211482,0.0005718046601741601,0.8587758076858256,0.0017224309874463717
8,0.16892118460326236,0.3093795778298273,0.40662370284024246,0.37831759386073216,0.4660434166285921,0.005188936805468678,0.15331918775759648,0.0005776522980666071,0.7897667209624969,0.0015074937571383472
9,0.07158463015584826,0.007146402139964474,0.13561463747488964,0.40766729852607625,0.6994213515019756,0.002051183326272964,0.06908037036215556,0.011881150242845194,0.5517581952159112,0.0022012733950434148
10,0.012550906985445531,0.014666215071762854,0.3021587517532876,0.5917979781111934,0.7823985419564092,0.0032461096531640984,0.012209795859203232,0.0005727437476411223,0.9064113867209245,0.002429902961440744
11,0.02112624522428863,0.9917190373725921,0.43232711894078524,0.6776268250710682,0.6371245479177858,0.06974259865624997,0.022608231265323048,0.011527762409569944,0.8557858432445924,0.000566006131934263
12,0.14623593387482886,0.31027438227774773,0.48661475853251457,0.36537148055013885,0.3410361782923551,0.007178319208436947,0.10999128430453564,0.0005790379964453352,0.8430346183685958,0.001908620801225669
13,0.16162547155836526,0.02211425371739211,0.43878085566199254,0.3709493229381518,0.4284298416938208,0.00491150694106322,0.1434592098331865,0.011264150782189024,0.8292931554374215,0.0015482333239481352
14,0.02013231033330154,0.012554821550178065,0.24877401636128693,0.58158646306657,0.7347335539143081,0.0024909194281638788,0.020356780168772848,0.000566850707394575,0.8437827360506067,0.0021442717456555266
15,0.14828461463196788,0.01281825686356874,0.2706571790660723,0.40066018242940415,0.5777180663851664,0.0020952612995342257,0.12043173155301218,0.0005752010342344942,0.8858236178094993,0.0013342435254263818
16,0.007808658744932528,0.012372531065528953,0.24586967524699244,0.7191011277283536,0.8811512050783831,0.002756067268629366,0.01089469974567292,0.0005658120127221876,0.9209625861721172,0.0020028707961835153
17,0.017896738317938365,0.3103551995735637,0.5064336818114105,0.5194694477553665,0.6148134182854598,0.06020429957478939,0.015637093126148208,0.0005670476053587876,0.9051248700292636,0.0024596627023438494
18,0.014438746129620539,0.01201373521920461,0.23252885737682386,0.6629629908903002,0.8130351138803673,0.0026894114277170207,0.016531091212353397,0.0005700775175610214,0.8487446556030775,0.00265885699077858
19,0.09772415950349819,0.006733266837043223,0.13979224812504798,0.32346621752969396,0.7168566206927715,0.0020825368811876964,0.09254160256536878,0.0005872229289953148,0.5257277368274758,0.0015185774111859916
20,0.008812928085350696,0.011994174332713685,0.2351183133487118,0.7979387540826106,0.8567227826005458,0.00282025252712882,0.015196622337939572,0.0005656544943508177,0.8883860751513297,0.0023622589276042962
21,0.2191228173984436,0.3087502882386648,0.24056161635898107,0.4105555955052708,0.5051649085459228,0.0027999995274125035,0.20947649375719724,0.000572838258663944,0.7175458479036911,0.0014387205922689397
22,0.08297133151984527,0.006243420997294734,0.13311563187680883,0.350703581920079,0.5670361481674875,0.001940242098698061,0.07626193323690425,0.0005703679999694007,0.46438763626906315,0.0019731499908332735
23,0.3391517593230058,0.0063690676664806285,0.12399437977081576,0.1771836897512061,0.5711128795524113,0.002002929517381834,0.30979941063236477,0.0005805246918974714,0.502265376336333,0.0019091658989657187
24,0.19406372484577925,0.012059351446821465,0.2426863627523589,0.42273803741537075,0.4801021065650454,0.0021672101204087304,0.17642460448242409,0.011623329732058759,0.7839723898570499,0.0022826616790396492
25,0.01200994553249779,0.3188202783425191,0.3834275448876516,0.6524345959302909,0.7238025783539437,0.07428022626964241,0.011877330040539091,0.0005677633873698656,0.9098941006864063,0.0025747821536349653
26,0.15480668225158578,0.01303256611426527,0.2348167190592336,0.3652853179033842,0.6326466537129735,0.002473920718459018,0.129163504215754,0.0005749995033770055,0.8673862871657081,0.0026279940758777605
27,0.22042524841624989,0.012506585059157294,0.26102783081423236,0.4577145178634386,0.47955416869591116,0.001859160524451349,0.20092871992208902,0.0005779154464046598,0.768448993667325,0.0022602088435567137
28,0.38422874875064195,0.00632764347269711,0.11769416474941524,0.25729505198357083,0.5171997094623881,0.0018408175658672105,0.3764114427017846,0.0005911247517120144,0.4429032305599843,0.0024824529792849097
29,0.42650262553093443,0.006302186993547371,0.12530374389667806,0.21901194892918316,0.49003025875587636,0.0018966143963016356,0.387777185645483,0.0005833799440232148,0.47166818323184606,0.002215108494826541
30,0.2809574155089578,0.012356305588297006,0.24117099435034076,0.21372661999109502,0.49361746104268855,0.002252501661604511,0.21674702512249394,0.000574783610550363,0.630767946819715,0.002540233339730011
31,0.012764087033214244,0.3095222193879104,0.5056510852254782,0.5601098394432182,0.6511290716687335,0.05982528440249909,0.01110334072515036,0.0005800294356063107,0.906563963746176,0.0023896046642300443
32,0.4515236087337132,0.01190605440930445,0.2327578656357452,0.05451180538607581,0.2975658270196631,0.0009189568891245408,0.4213754013981226,0.0005834443412397455,0.3392714202620175,0.0021385871549378793
33,0.013223039078362503,0.3116131973364945,0.47489923242184123,0.6485720817208105,0.6242172053160349,0.06258292433729777,0.015005058629942863,0.0005811732969560534,0.8774165109070364,0.0022871911816890987
34,0.15314890417939483,0.3116116468847762,0.5194546278145519,0.44033090502411915,0.3496006781442412,0.06213882336477835,0.1121110152480296,0.0005769596805219063,0.8461562869595929,0.001965830106895484
35,0.32348432402383354,0.018388245165022913,0.34488558840832284,0.17246984813120855,0.275141210316763,0.002909302451665786,0.2621787519236969,0.0005833678985006988,0.553425449401268,0.0015688302314113799
36,0.044689131561879994,0.012240477154617211,0.24342344288492151,0.47837858266951927,0.7104423669443174,0.0023691047499375464,0.035549820373567936,0.0005822397889880932,0.8868747823245017,0.0020692818708460473
37,0.015154453727494133,0.3111248050452319,0.5531825564154321,0.631207687657555,0.602970139561817,0.059655599236351116,0.013088003317669364,0.0005813136736223033,0.8876132250437561,0.001403756465800137
38,0.01217459637227683,0.012342950384808553,0.24648514434832314,0.6693905220352923,0.8364652317188077,0.0026783056215464195,0.013540901914746661,0.0005646723209763935,0.9011780793631324,0.0017350590850908204
39,0.29462937965426017,0.016398660750814774,0.34616855651070055,0.1820689371060496,0.47029060455588406,0.003028949922397195,0.2447918086878893,0.0005763745461011996,0.6123787489158676,0.001078969062354794
40,0.013223397794789038,0.3129235228449177,0.419953573338924,0.6592617672703692,0.7286454018573654,0.06647432793135194,0.012893413072689333,0.000574537140628102,0.9002036499047299,0.0019555640994579106
41,0.031831129151852225,0.31146047784224257,0.40375157276306595,0.6865910507447414,0.5567046491038687,0.06528805455024964,0.03775860753331958,0.0005800780809857042,0.6347797918921764,0.0007041364949659824
