,m
1660,0.99831
1661,0.9984799999999999
1662,0.86016
1663,0.99908
1664,0.84791
1665,1.0001
1666,0.79889
1667,1.0007
1668,0.83449
1669,1.0002
1670,1.001
1671,1.0028
1672,0.9986200000000001
1673,0.7792
1674,0.81509
1675,0.81798
1676,1.0011
1677,0.87849
1678,0.9999600000000001
1679,0.80172
1680,0.8651399999999999
1681,0.99865
1682,1.001
1683,0.99974
1684,0.86261
1685,0.99879
1686,0.7826
1687,0.99816
1688,0.9999100000000001
1689,0.76884
1690,0.99835
1691,0.89574
1692,0.8473200000000001
1693,0.81299
1694,0.82081
1695,0.81743
1696,0.86325
1697,1.0003
1698,0.81258
1699,0.90266
1700,1.0008
1701,1.0013
1702,0.8506600000000001
1703,0.8683200000000001
1704,0.9996299999999999
1705,1.001
1706,0.77437
1707,1.0008
1708,0.94132
1709,0.81545
1710,0.96745
1711,0.8502299999999999
1712,1.002
1713,0.85039
1714,0.79532
1715,1.0005
1716,0.83785
1717,0.80178
1718,0.99845
1719,0.8701700000000001
1720,0.8057
1721,0.8711899999999999
1722,0.84209
1723,0.8463299999999999
1724,0.99918
1725,0.86585
1726,0.99964
1727,0.79338
1728,1.001
1729,0.8423799999999999
1730,0.86608
1731,0.8519700000000001
1732,0.87685
1733,0.99887
1734,0.8096899999999999
1735,0.99944
1736,0.8162
1737,0.9994799999999999
1738,0.99984
1739,0.99954
1740,0.89118
1741,0.80667
1742,0.76789
1743,0.8527600000000001
1744,0.8570700000000001
1745,0.9996299999999999
1746,0.99918
1747,1.0007
1748,0.8862
1749,0.8591700000000001
1750,1.0006
1751,0.9021399999999999
1752,0.81603
1753,0.8355799999999999
1754,1.0003
1755,0.8705
1756,1.0009
1757,0.99992
1758,0.8198799999999999
1759,1.001
1760,0.99936
1761,0.85034
1762,0.8398200000000001
1763,0.99936
1764,0.8569200000000001
1765,0.9979600000000001
1766,0.85656
1767,1.0004
1768,0.8423700000000001
1769,0.8776799999999999
1770,0.9998600000000001
1771,0.9995200000000001
1772,0.815
1773,0.9994700000000001
1774,0.78013
1775,1.0008
1776,0.99864
1777,1.0011
1778,0.77572
1779,0.68204
1780,0.83185
1781,0.99934
1782,0.99813
1783,0.99764
1784,0.9995799999999999
1785,1.0011
1786,0.9983
1787,0.9990399999999999
1788,1.0001
1789,0.8796700000000001
1790,0.8978
1791,0.8857299999999999
1792,0.84616
1793,0.99961
1794,0.87205
1795,0.99889
1796,0.8488899999999999
1797,0.8886200000000001
1798,0.77459
1799,1.0014
1800,0.87225
1801,0.9998799999999999
1802,1.0001
1803,1.0006
1804,0.9779100000000001
1805,0.9993299999999999
1806,1.001
1807,0.80038
1808,1.0001
1809,0.87272
1810,1.0005
1811,0.78751
1812,0.8799600000000001
1813,0.99949
1814,0.86295
1815,0.79503
1816,0.99965
1817,1.0013
1818,0.8720399999999999
1819,0.74017
1820,1.0016
1821,1.0001
1822,0.80482
1823,0.99813
1824,1.0007
1825,0.9020299999999999
1826,0.99971
1827,1.0007
1828,0.99977
1829,0.9999299999999999
1830,0.9998
1831,0.9996
1832,1.0002
1833,0.8438
1834,0.9998
1835,0.87271
1836,0.86203
1837,0.80333
1838,0.8370299999999999
1839,1.0006
1840,0.8796299999999999
1841,0.85431
1842,0.87761
1843,0.89326
1844,1.0006
1845,0.9989899999999999
1846,0.7772899999999999
1847,0.83859
1848,1.0001
1849,0.99928
1850,1.0021
1851,0.8628
1852,1.0009
1853,1.0006
1854,0.8413200000000001
1855,0.99969
1856,0.84305
1857,0.9999100000000001
1858,0.84662
1859,1.0005
1860,0.99966
1861,1.0033
1862,0.80882
1863,0.8366899999999999
1864,0.77789
1865,1.0014
1866,0.8368700000000001
1867,0.8206600000000001
1868,0.8366399999999999
1869,0.86205
1870,0.77769
1871,0.87195
1872,0.99875
1873,0.99925
1874,0.8910899999999999
1875,0.8710600000000001
1876,0.8200299999999999
1877,0.99944
1878,0.8409399999999999
1879,0.99956
1880,1.0011
1881,0.99949
1882,0.9989899999999999
1883,0.81844
1884,0.9997799999999999
1885,0.94925
1886,0.89023
1887,0.78215
1888,0.9985299999999999
1889,0.8701399999999999
1890,1.0009
1891,0.99808
1892,0.99995
1893,0.83736
1894,0.99985
1895,0.86218
1896,0.9998299999999999
1897,0.85831
1898,0.99925
1899,1.0008
1900,0.99951
1901,1.0012
1902,0.86777
1903,0.9995200000000001
1904,0.7549899999999999
1905,1.0004
1906,0.87556
1907,0.9999600000000001
1908,1.0007
1909,1.001
1910,0.9982700000000001
1911,1.0003
1912,0.85095
1913,0.8831399999999999
1914,1.0
1915,0.80484
1916,0.8953200000000001
1917,1.0003
1918,0.8780399999999999
1919,0.85556
1920,0.99971
1921,0.80666
1922,1.001
1923,0.87887
1924,1.0026
1925,1.0003
1926,0.86045
1927,0.9997299999999999
1928,0.8274600000000001
1929,0.87889
1930,0.8405
1931,1.0001
1932,1.001
1933,0.8456299999999999
1934,0.9980100000000001
1935,0.99977
1936,0.8043100000000001
1937,0.9976200000000001
1938,0.78192
1939,1.0
1940,0.8016
1941,0.99895
1942,0.72519
1943,0.9993299999999999
1944,0.8471299999999999
1945,0.9993
1946,1.0008
1947,1.0016
1948,0.99975
1949,0.88969
1950,0.99956
1951,0.9994700000000001
1952,0.9250799999999999
1953,0.8660899999999999
1954,0.86159
1955,0.7641
1956,0.8336100000000001
1957,0.85503
1958,0.99946
1959,0.90599
1960,0.78615
1961,1.0004
1962,0.99935
1963,0.8163699999999999
1964,0.9880700000000001
1965,0.99985
1966,1.0005
1967,1.0011
1968,0.9987
1969,0.9995299999999999
1970,0.8670899999999999
1971,1.0013
1972,0.8538399999999999
1973,0.9257799999999999
1974,0.8382299999999999
1975,1.0003
1976,0.81815
1977,0.9975200000000001
1978,0.8725799999999999
1979,1.0
1980,0.8334799999999999
1981,0.81279
1982,0.80787
1983,0.73468
1984,0.92164
1985,1.0008
1986,0.86195
1987,0.8545200000000001
1988,1.0002
1989,0.88931
1990,1.0014
1991,0.8256100000000001
1992,0.99987
1993,0.8327700000000001
1994,0.90545
1995,1.0013
1996,0.99831
1997,0.87661
1998,0.9991399999999999
1999,0.77666
2000,0.99931
2001,1.0002
2002,0.8081699999999999
2003,0.903
2004,0.9991
2005,0.91756
2006,0.9989899999999999
2007,0.82339
2008,0.8819600000000001
2009,0.8693200000000001
2010,0.91922
2011,0.88139
2012,0.86579
2013,0.95081
2014,0.99951
2015,1.0001
2016,1.0003
2017,0.81999
2018,0.99754
2019,0.99936
2020,0.81624
2021,1.0016
2022,1.0
2023,0.7524
2024,0.99911
2025,0.92901
2026,0.94596
2027,1.0004
2028,1.0009
2029,0.99921
2030,0.8585200000000001
2031,0.99823
2032,0.9053
2033,0.8114100000000001
2034,1.0006
2035,0.8579
2036,0.9985299999999999
2037,1.0017
2038,1.0002
2039,0.89744
2040,0.99856
2041,0.9993200000000001
2042,0.8845799999999999
2043,0.81483
2044,0.9996700000000001
2045,0.9999100000000001
2046,0.8919100000000001
2047,0.99985
2048,0.99959
2049,0.9993700000000001
2050,0.78972
2051,0.8732700000000001
2052,0.81498
2053,0.99876
2054,0.74454
2055,0.8041699999999999
2056,0.82124
2057,1.0004
2058,0.99925
2059,0.99916
2060,0.99966
2061,0.85182
2062,0.8771700000000001
2063,0.96336
2064,0.8646
2065,0.8258700000000001
2066,0.69405
2067,0.9999
2068,0.99992
2069,0.9994
2070,0.8036
2071,0.9998
2072,0.86735
2073,0.81534
2074,0.99987
2075,0.99971
2076,0.77187
2077,0.76868
2078,0.83824
2079,0.91889
2080,0.89151
2081,0.99972
2082,1.0005
2083,1.0005
2084,0.81805
2085,1.0006
2086,0.99974
2087,1.0005
2088,0.88787
2089,1.0008
2090,0.8821899999999999
2091,1.0003
2092,0.8654
2093,0.8166
2094,0.8478600000000001
2095,0.82273
2096,1.0001
2097,0.99795
2098,0.99855
2099,0.9161600000000001
2100,1.0005
2101,0.8787799999999999
2102,0.99887
2103,0.8855
2104,0.8567299999999999
2105,1.0001
2106,0.99987
2107,0.8248
2108,0.7703
2109,0.99861
2110,0.8125
2111,1.0009
2112,1.0011
2113,0.9996299999999999
2114,0.9895700000000001
2115,0.83499
2116,0.90717
2117,0.99926
2118,0.99951
2119,1.0003
2120,0.80835
2121,0.99961
2122,0.86579
2123,0.8902899999999999
2124,0.80691
2125,1.0002
2126,1.0012
2127,0.78745
2128,0.86929
2129,0.9998799999999999
2130,0.7933399999999999
2131,0.8484799999999999
2132,1.001
2133,0.8240000000000001
2134,0.81147
2135,1.0005
2136,0.9997799999999999
2137,0.9994200000000001
2138,0.99825
2139,1.0003
2140,1.0002
2141,0.99971
2142,0.9991899999999999
2143,0.8393700000000001
2144,0.8628
2145,0.89891
2146,0.73306
2147,1.0004
2148,0.99895
2149,0.89325
2150,1.0005
2151,1.0004
2152,0.82081
2153,0.99925
2154,0.9995700000000001
2155,0.8420200000000001
2156,0.78091
2157,0.82053
2158,1.0022
2159,1.0001
2160,0.7589899999999999
2161,0.79938
2162,1.0007
2163,1.0005
2164,0.99871
2165,0.94375
2166,0.9989399999999999
2167,0.99879
2168,0.8726799999999999
2169,0.7228
2170,0.79911
2171,0.8668600000000001
2172,0.8441200000000001
2173,0.81042
2174,0.8556
2175,0.9980600000000001
2176,0.8329
2177,0.9991399999999999
2178,0.85095
2179,1.0011
2180,1.0
2181,0.99941
2182,0.7983
2183,0.87185
2184,0.9987
2185,1.0013
2186,0.99955
2187,0.77969
2188,0.78347
2189,1.0005
2190,1.0007
2191,0.81821
2192,0.8388100000000001
2193,1.0013
2194,0.9980899999999999
2195,0.82134
2196,0.99879
2197,0.9999
2198,1.0001
2199,0.89418
2200,0.86193
2201,0.9996299999999999
2202,0.8698600000000001
2203,0.8982
2204,1.0005
2205,0.8193799999999999
2206,0.8289200000000001
2207,1.0019
2208,1.0005
2209,1.0002
2210,0.8848
2211,0.93975
2212,0.90044
2213,1.0004
2214,0.8864299999999999
2215,0.76835
2216,1.0005
2217,0.8989799999999999
2218,0.8553700000000001
2219,0.9993
2220,0.8520399999999999
2221,0.80518
2222,0.9520299999999999
2223,0.9992
2224,1.0002
2225,0.93045
2226,0.8898
2227,1.0007
2228,1.0003
2229,1.0001
2230,0.8697600000000001
2231,0.78769
2232,0.84411
2233,0.82658
2234,0.99965
2235,1.0005
2236,1.0023
2237,0.99995
2238,0.9361299999999999
2239,0.9981
2240,0.8657600000000001
2241,0.99984
2242,1.0017
2243,0.80993
2244,0.99846
2245,1.0006
2246,0.99895
2247,0.88331
2248,1.001
2249,0.857
2250,1.0004
2251,0.99976
2252,0.76302
2253,1.0019
2254,0.9985
2255,0.83167
2256,0.7692
2257,1.0004
2258,0.8065899999999999
2259,0.87851
2260,0.85003
2261,0.78473
2262,0.9445899999999999
2263,1.001
2264,1.0006
2265,0.8416
2266,0.80075
2267,1.0017
2268,1.0001
2269,0.90338
2270,1.0005
2271,0.99949
2272,0.8508399999999999
2273,0.81808
2274,1.0003
2275,0.8871399999999999
2276,0.9989899999999999
2277,0.99974
2278,1.0006
2279,0.8595799999999999
2280,1.0003
2281,0.99818
2282,0.91289
2283,0.78952
2284,0.99895
2285,1.0008
2286,0.8245899999999999
2287,0.9980899999999999
2288,0.84059
2289,0.78667
2290,0.7671399999999999
2291,0.9998799999999999
2292,1.002
2293,0.99972
2294,0.9444299999999999
2295,0.90379
2296,0.84626
2297,0.88974
2298,0.89125
2299,1.0013
2300,1.0004
2301,0.8603299999999999
2302,1.0009
2303,1.0003
2304,0.99945
2305,0.75994
2306,1.0001
2307,0.9526399999999999
2308,0.85661
2309,0.99987
2310,1.0018
2311,0.87444
2312,0.99985
2313,0.83983
2314,0.9997
2315,0.9991
2316,1.0004
2317,1.0014
2318,1.0018
2319,0.87974
2320,0.79184
2321,0.9993799999999999
2322,0.8762200000000001
2323,0.72912
2324,0.8811100000000001
2325,1.0009
2326,1.0016
2327,0.8437100000000001
2328,0.99984
2329,0.8285399999999999
2330,0.9999600000000001
2331,0.86564
2332,0.8419200000000001
2333,0.78751
2334,0.80223
2335,0.8440000000000001
2336,1.0004
2337,0.84746
2338,1.0
2339,0.88007
2340,0.86718
2341,1.001
2342,0.82157
2343,0.8696200000000001
2344,0.93342
2345,0.9981700000000001
2346,0.99954
2347,0.90855
2348,0.9990899999999999
2349,0.7542399999999999
2350,1.0008
2351,0.8457899999999999
2352,1.0001
2353,0.99987
2354,1.0014
2355,0.8357100000000001
2356,0.89815
2357,0.87616
2358,0.99926
2359,1.0004
2360,1.0001
2361,0.9999399999999999
2362,0.85805
2363,0.7712
2364,0.9009
2365,0.78713
2366,0.9079799999999999
2367,0.8729600000000001
2368,0.9996
2369,0.9985299999999999
2370,0.7994
2371,1.0006
2372,0.8035899999999999
2373,0.8982899999999999
2374,1.0015
2375,1.0013
2376,0.90018
2377,0.9991
2378,0.8469399999999999
2379,0.99945
2380,0.99934
2381,0.84595
2382,0.8034899999999999
2383,0.84559
2384,0.9995700000000001
2385,0.9985
2386,0.99977
2387,0.85414
2388,0.9986299999999999
2389,0.83335
2390,0.99725
2391,0.9999100000000001
2392,0.8554700000000001
2393,0.7462300000000001
2394,0.99939
2395,0.99946
2396,0.9998100000000001
2397,0.77266
2398,1.0005
2399,1.0001
